0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
0,0,0,0,1,1,0,0
0,0,0,0,0,2,0,0
0,0,0,0,1,1,1,0
0,0,0,0,1,1,0,0
0,0,4,0,1,8,1,3
0,0,0,1,3,3,3,3
0,0,4,2,7,8,2,3
0,0,2,2,5,7,2,2
0,0,1,6,4,3,0,1
0,0,3,3,5,9,3,1
0,0,0,1,3,2,2,3
0,0,4,3,7,16,1,2
0,0,5,4,9,12,3,3
0,0,1,5,11,15,5,2
0,0,3,3,5,12,8,4
0,0,6,5,14,15,4,6
0,0,3,4,9,14,6,7
0,0,4,3,10,22,8,5
0,0,1,1,2,5,0,3
0,0,4,1,2,7,0,0
0,0,5,2,4,5,1,0
0,0,3,2,4,6,4,1
0,0,3,1,8,7,3,4
0,0,2,0,2,6,2,2
0,0,3,1,5,6,2,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,9,5,9,13,4,4
0,0,5,5,12,19,1,2
0,0,5,5,7,9,2,1
0,0,10,7,13,10,2,2
0,0,8,5,13,4,2,4
0,0,9,7,12,15,4,1
0,0,8,7,10,9,2,1
0,0,31,38,88,125,40,27
0,0,30,36,83,122,34,30
0,0,41,35,58,122,41,32
0,0,43,38,87,104,34,27
0,0,27,40,84,117,37,21
0,0,30,30,78,130,35,22
0,0,39,36,77,130,43,26
0,0,25,26,63,75,22,11
0,0,24,30,61,96,23,16
0,0,24,27,56,87,24,16
0,0,23,23,51,83,18,8
0,0,23,24,49,88,18,11
0,0,28,33,60,75,16,15
0,0,23,24,52,79,16,8
0,0,1,4,4,9,1,2
0,0,0,1,5,11,3,0
0,0,2,4,3,4,0,0
0,0,2,1,5,8,1,0
0,0,1,3,7,8,0,1
0,0,1,1,5,12,1,1
0,0,2,3,3,4,1,0
0,0,5,8,17,12,11,10
0,0,2,10,11,18,10,3
0,0,10,9,14,18,7,3
0,0,8,5,16,17,8,6
0,0,9,11,10,23,5,7
0,0,9,8,16,17,7,5
0,0,4,7,13,16,8,3
0,0,22,24,54,105,32,32
0,0,28,25,50,103,33,22
0,0,21,26,59,91,29,19
0,0,26,27,57,96,35,25
0,0,23,22,50,97,37,27
0,0,22,28,49,88,39,31
0,0,22,23,60,101,31,23
0,0,17,15,34,61,13,9
0,0,14,19,43,48,14,13
0,0,17,15,35,58,15,13
0,0,21,19,35,42,15,12
0,0,6,13,35,60,18,7
0,0,14,10,47,51,11,14
0,0,13,12,42,61,18,12
0,0,5,1,2,12,1,1
0,0,1,2,4,5,1,0
0,0,3,1,3,6,1,0
0,0,0,0,6,7,0,1
0,0,3,0,1,4,0,0
0,0,2,1,4,4,1,0
