0,1,13,78,805,7724,11428,19032
1,14,43,268,2448,23444,34982,56601
1,8,105,420,4235,39117,58245,94868
4,17,131,576,5856,54763,81422,132552
6,24,162,738,7439,69895,104180,169609
5,25,220,947,9182,85471,128759,208661
13,46,230,1035,10802,100259,151212,245423
6,37,300,1296,12630,116464,174368,284310
9,39,331,1391,13956,132187,198786,322112
11,47,383,1521,15889,147486,221360,357954
21,70,389,1621,17364,163414,245125,397538
15,82,424,1885,19015,178579,266671,434362
25,58,482,2115,20863,194003,291401,472691
23,74,516,2224,22200,210047,312833,510840
28,94,560,2408,24359,225500,338427,547664
14,69,606,2495,25922,241160,360425,585974
12,105,637,2711,27387,255873,384352,624511
20,112,683,2908,29018,272215,406667,662983
24,93,782,3010,31004,287997,430903,699521
35,112,735,3278,32679,302199,454259,737200
27,154,759,3523,34404,318491,476001,772881
29,102,814,3559,36058,333597,498049,813326
22,118,910,3783,37688,350208,522498,848784
23,128,898,3968,39212,364556,545276,887445
38,127,911,4190,41165,379525,570119,925090
31,157,964,4260,42495,395416,592482,961645
29,162,1021,4461,44246,411265,615761,1002724
31,134,1014,4601,46061,425715,640249,1037417
30,156,1052,4735,47950,443539,662712,1077971
42,169,1158,4854,49252,458026,686142,1116092
30,161,1194,4982,50820,473614,709250,1154933
42,145,1197,5224,52420,487892,732414,1190581
40,159,1254,5312,54270,505173,756548,1226144
39,187,1269,5768,56518,520197,779100,1266887
40,196,1359,5854,57332,534959,801628,1304446
59,180,1349,5823,58906,551761,826620,1342463
43,207,1423,5985,60492,565094,847748,1379259
43,218,1498,6108,63090,582555,872483,1418099
63,242,1504,6329,64363,599090,895255,1455506
52,232,1505,6468,66305,614060,920057,1493115
57,240,1553,6750,68001,629250,942909,1530663
74,233,1653,6837,69637,644274,965043,1569139
48,281,1663,7042,70970,660710,987468,1606659
45,241,1753,7067,72619,676737,1011988,1643752
56,237,1658,7254,74737,691827,1035388,1679599
47,256,1720,7372,76377,707730,1058926,1719663
50,245,1810,7610,78001,722024,1081186,1756943
61,279,1864,7866,78887,737975,1103643,1792364
59,292,1903,7997,81394,752878,1130239,1834764
70,288,1847,8325,82789,768460,1149749,1873855
68,258,1951,8300,84283,784465,1174796,1907075
80,279,2039,8650,86118,800371,1199041,1948932
66,251,2050,8804,87791,815506,1219975,1986094
54,309,2084,8690,89474,832074,1245864,2020963
64,305,2098,8926,90836,846200,1264893,2055927
54,292,2117,9212,92878,861842,1291056,2097036
66,316,2208,9424,95128,874760,1314322,2133867
81,308,2189,9443,96250,895165,1337369,2174271
65,308,2258,9581,98236,907266,1361420,2209740
75,346,2267,9986,99879,923424,1384107,2249869
98,333,2218,9998,101467,937396,1407163,2287576
81,365,2417,10217,102321,954673,1430258,2324844
81,356,2493,10246,104539,969035,1455489,2359579
81,352,2426,10722,105658,986538,1476168,2402917
78,395,2442,10519,108329,1002288,1500810,2439176
63,372,2528,10850,109576,1018373,1522169,2478840
92,368,2620,11193,110705,1032017,1545098,2516433
76,390,2621,11020,113447,1047700,1570840,2551229
79,354,2674,11296,114361,1065851,1591070,2587694
76,386,2726,11548,117233,1080456,1616580,2626862
84,375,2651,11705,118164,1095808,1641422,2666358
91,419,2717,11874,119788,1110150,1663781,2706942
89,380,2787,11963,121382,1123216,1684266,2743931
87,370,2896,12259,122303,1141778,1710536,2774041
89,390,2790,12394,125127,1156719,1732935,2815973
97,387,2897,12434,126417,1172701,1755635,2854478
97,441,2981,12633,128477,1186593,1777788,2892539
79,417,3021,12613,129811,1201107,1802700,2929867
100,467,3068,13118,132541,1220897,1822547,2966108
93,434,3135,13103,132545,1235218,1847480,3006396
81,444,3019,13300,135437,1250412,1874713,3045114
117,490,3119,13472,135776,1264315,1893767,3079455
127,458,3192,13886,137735,1282558,1919221,3119760
103,459,3150,13883,140160,1295778,1943638,3155273
118,434,3140,14061,141560,1310440,1965725,3195471
105,472,3406,13841,142665,1325927,1990072,3233456
100,477,3314,14232,144397,1343454,2012320,3265791
104,478,3389,14496,146388,1359582,2035942,3311320
136,504,3361,14809,147823,1374814,2056749,3343358
129,507,3517,14856,150442,1392270,2082613,3380142
151,475,3418,14656,152024,1402752,2104723,3421417
130,505,3519,15216,153757,1421521,2130304,3461082
102,536,3585,15235,155541,1437665,2150818,3500802
123,532,3692,15316,156238,1451412,2174958,3535561
114,489,3649,15891,158382,1465196,2198327,3571562
124,533,3614,15644,160182,1483000,2221322,3611748
125,547,3774,15981,162706,1498242,2247108,3643937
124,578,3757,15990,163465,1513225,2271427,3689187
106,537,3674,16306,164129,1529212,2291807,3717236
143,602,3722,16473,165645,1546208,2316429,3763332
140,579,3944,16840,167946,1557684,2341425,3799560
117,581,3975,17067,169427,1576811,2362114,3837030
142,575,3974,16867,170459,1591466,2384017,3875848
135,589,3953,17105,173001,1604650,2407075,3913888
121,582,3983,17438,175457,1620318,2428492,3948588
129,580,4201,17668,176778,1636120,2453988,3985063
139,563,4071,17562,178197,1649865,2478696,4026084
151,601,4237,18003,179638,1667127,2500369,4062522
150,555,4267,18070,182534,1684349,2524354,4103530
123,604,4125,18486,183012,1700715,2546260,4141570
142,611,4293,18367,185113,1713999,2567795,4173776
146,626,4391,18488,186305,1729804,2593453,4215663
132,648,4323,18634,188127,1743780,2612819,4252317
155,627,4275,18552,189733,1759411,2636700,4293369
173,645,4419,18836,191555,1774367,2660967,4330159
149,658,4390,19133,192761,1789318,2684392,4362001
146,675,4338,19376,193806,1808642,2702264,4406013
165,582,4519,19367,196090,1822118,2728332,4441284
152,650,4511,19539,197691,1837904,2753166,4480001
132,697,4573,19555,199314,1851901,2778353,4513418
153,694,4755,19971,200588,1867103,2799198,4552600
146,669,4628,20061,202670,1882170,2826786,4590052
182,695,4698,20506,204360,1900436,2848169,4629295
150,705,4679,20395,205684,1911882,2871514,4666075
162,703,4790,20348,208632,1928948,2892057,4704747
146,705,4837,20710,209046,1944735,2915885,4739782
171,716,4973,20514,211294,1962032,2937274,4778017
153,684,4884,20865,213058,1974506,2958410,4815363
167,694,5040,21018,213505,1985296,2979954,4849174
178,749,5017,21067,215750,2002125,3003186,4890175
180,706,4885,21661,216522,2017778,3023109,4931917
155,696,5018,21751,218498,2036903,3055055,4962504
206,702,5092,22091,220499,2051133,3074049,5005639
184,743,5166,21856,222333,2062009,3098373,5040107
177,728,5030,22034,223085,2076542,3116998,5076504
158,737,5313,22315,224034,2092587,3140016,5110503
175,773,5202,22071,226842,2105351,3160319,5149912
170,776,5237,22729,228066,2123777,3181562,5184957
210,743,5413,22504,228929,2136621,3205328,5222330
151,745,5288,22817,231181,2151061,3232049,5260284
152,798,5389,22888,233004,2164564,3247304,5292003
157,805,5516,23065,233516,2180158,3271796,5338159
181,860,5301,22997,236204,2190737,3291377,5373660
205,792,5402,23412,236847,2207215,3314430,5407179
193,763,5518,23894,238348,2220547,3337185,5441701
183,808,5371,23609,239850,2233343,3352964,5479269
173,792,5830,23739,240186,2246801,3373535,5509920
223,836,5654,23624,242527,2258488,3394702,5547779
190,829,5619,23519,243936,2270256,3418074,5581885
192,809,5641,23906,245347,2284070,3437719,5622006
172,853,5559,24242,246358,2296838,3456439,5649739
190,847,5556,24299,247372,2309066,3477163,5691668
190,851,5664,24636,249225,2321732,3498066,5729300
196,876,5719,24549,250408,2333787,3516506,5755708
188,870,5635,24334,251295,2344860,3538844,5791947
199,887,5708,24636,252132,2357456,3551130,5828074
232,827,5813,24987,254820,2368998,3574883,5855783
212,779,5956,25080,256753,2378067,3594469,5892319
222,864,5790,25104,255933,2391696,3614998,5928748
196,852,6092,25221,257771,2398628,3632612,5957600
210,874,5841,25425,258576,2414727,3647185,5992099
201,834,6091,25359,260234,2425108,3666959,6027566
191,889,5873,25950,260874,2433789,3683856,6053065
204,907,6079,25822,261767,2446025,3699833,6087311
173,892,6005,25623,262036,2459509,3720442,6125189
236,904,6014,26002,264480,2470638,3738163,6155116
201,920,6213,26026,265617,2478721,3756684,6190615
191,919,6080,26356,266417,2487525,3771049,6215435
212,879,6072,26310,266818,2499176,3789536,6244754
223,919,6206,26415,267034,2509982,3807009,6281533
223,942,6140,26687,269107,2522878,3826132,6309481
215,899,6296,26841,269952,2527588,3841660,6343932
220,941,6264,26949,271612,2537842,3856207,6375768
227,903,6308,26463,271845,2549923,3873956,6406772
211,882,6314,26564,272597,2560723,3888565,6442075
195,889,6221,27252,275009,2571455,3906168,6467521
233,904,6519,27079,274986,2581569,3925960,6499272
202,961,6376,26985,277286,2589883,3937183,6528180
233,918,6362,27305,277106,2601437,3958579,6563299
208,922,6508,27212,277844,2609415,3978290,6591105
272,990,6310,27297,279908,2619699,3992875,6620838
223,945,6448,27408,281114,2631503,4006652,6651638
223,912,6585,27474,280364,2642639,4021882,6680333
193,969,6585,28048,282775,2655309,4041689,6709956
209,964,6552,27983,283266,2660646,4052907,6738123
261,949,6704,28003,283424,2671166,4071613,6772557
218,977,6461,28143,285305,2679031,4087808,6803943
220,986,6691,27860,285579,2688553,4107822,6833903
243,978,6560,27703,287900,2702792,4122340,6872647
212,1021,6727,28056,289937,2709143,4140602,6890514
243,920,6709,28376,289282,2716485,4155357,6921487
227,992,6810,28323,289566,2732011,4170665,6954339
200,962,6855,28616,290353,2740777,4186053,6988192
204,990,6979,28718,292932,2749508,4202218,7010571
260,1007,6696,28819,293435,2760374,4217872,7038590
247,1044,6739,28938,295089,2770035,4231941,7072647
213,975,6810,29261,296411,2777385,4251636,7109429
245,972,6946,28986,295899,2791272,4266764,7137107
224,991,6855,28829,297435,2801243,4287176,7167805
241,1063,6996,29302,298417,2811698,4301552,7198144
248,966,6979,29113,298410,2818604,4316264,7225057
246,953,6941,29163,300359,2827246,4332354,7255728
258,1071,6913,29340,301719,2838252,4347479,7286543
232,1077,7056,29176,303284,2843864,4362077,7322018
270,1005,7094,29740,302991,2860352,4377249,7346179
241,1051,6965,29931,305779,2868068,4394087,7379328
233,1088,7147,29408,304740,2875917,4416209,7407213
210,1107,7042,29916,306422,2886058,4432122,7438398
269,971,6989,29961,307270,2898984,4446302,7465197
267,1074,7146,30109,308558,2908376,4462706,7497410
274,1005,7310,30246,308986,2920569,4476411,7529408
223,1058,7136,30286,309903,2928104,4493364,7564388
224,1060,7157,30574,311939,2936787,4511954,7586274
237,1050,7064,30284,311660,2947813,4526828,7619033
235,1058,7325,30478,312776,2956763,4542738,7644060
250,996,7289,30654,313988,2965830,4560065,7682283
266,1107,7194,30655,316066,2975023,4577473,7702705
270,1007,7462,30688,316611,2982897,4594920,7739998
265,1155,7263,31207,317414,2999068,4607583,7773778
264,1166,7369,31031,318235,3006030,4620389,7801792
295,1149,7356,31356,319835,3013616,4640749,7827359
272,1068,7415,31266,320421,3024041,4663503,7861256
244,1114,7324,31119,321177,3035799,4671138,7890116
278,1090,7427,31183,322142,3045632,4688387,7915489
281,1054,7514,31613,321914,3051052,4703443,7949676
281,1062,7472,31821,324164,3062475,4725884,7978140
284,1123,7725,31643,325377,3078120,4741261,8009956
234,1085,7659,31405,326637,3084729,4757767,8039336
253,1063,7761,31592,326355,3093344,4770345,8067736
279,1164,7501,31627,326701,3105409,4780767,8096810
206,1219,7670,32497,330190,3115685,4800528,8138096
261,1088,7604,31917,329862,3123520,4817853,8162235
257,1080,7621,32008,332146,3132689,4836133,8190146
274,1163,7756,32174,332900,3141692,4851821,8224784
283,1172,7560,32357,332574,3154609,4866971,8250591
266,1150,7966,32609,334926,3161318,4878409,8280916
303,1169,7793,32441,335376,3173148,4897202,8308711
272,1149,7647,32606,336096,3182277,4911253,8338342
282,1135,7794,32398,337493,3190482,4927784,8369323
257,1172,7810,32513,336767,3201714,4948282,8400826
298,1177,7824,32791,338388,3213852,4964905,8427809
270,1205,7669,33272,340587,3220861,4977248,8456555
269,1181,7984,32825,340860,3231246,4996936,8494101
279,1190,7884,33347,341879,3242566,5014713,8521484
267,1201,7903,33214,344073,3254598,5029484,8555164
288,1142,7890,33507,344833,3262754,5048490,8580077
302,1165,8177,33704,344950,3274682,5058579,8605374
229,1226,8034,33441,345607,3281350,5072335,8644659
301,1121,8085,33560,346402,3291581,5093539,8677427
300,1258,8003,33920,347629,3299980,5109258,8702155
290,1191,8216,34123,348226,3312087,5129493,8731904
298,1234,8074,34311,350592,3323017,5145931,8769500
271,1231,8165,33663,352195,3326786,5155051,8794252
276,1243,8112,33997,352348,3341976,5174986,8825122
281,1194,8223,34395,353249,3351954,5191796,8859383
288,1210,8308,34550,354370,3357473,5208790,8882313
259,1152,8290,34621,354347,3364513,5219995,8914266
279,1216,8337,34472,355637,3380046,5234996,8944174
273,1285,8194,34880,357070,3388597,5257448,8975968
273,1185,8288,34798,357704,3400129,5271963,8999422
274,1293,8423,35002,358898,3409958,5287020,9034390
307,1268,8211,34951,360838,3417401,5303177,9064930
289,1237,8496,34874,361343,3428090,5321099,9097947
304,1231,8498,35259,363367,3437673,5334635,9125192
275,1238,8550,35506,361616,3448558,5354495,9152540
284,1244,8573,35295,363263,3456541,5365003,9185852
247,1316,8362,35530,365231,3466533,5383814,9215263
312,1203,8593,35700,366169,3478252,5395229,9248245
293,1268,8382,35428,367587,3491286,5415464,9271990
299,1187,8588,35667,368568,3494599,5435546,9308067
270,1289,8512,36232,368724,3506766,5449314,9329462
310,1344,8576,36143,369412,3519091,5460250,9362679
271,1319,8777,35881,371461,3528003,5483551,9389348
292,1216,8737,36086,372137,3536473,5502112,9423983
311,1335,8777,36212,373270,3547916,5512217,9457720
305,1386,8711,36328,373436,3557603,5533078,9488796
264,1307,8509,36780,375185,3564419,5541772,9517610
316,1348,8607,36487,374567,3574259,5563893,9551817
264,1260,8802,36350,377388,3582655,5572624,9576334
309,1255,8564,36484,378367,3597480,5595703,9604116
298,1271,8943,36453,378121,3604185,5606416,9632735
286,1362,8853,36885,380332,3615544,5626818,9663342
