41,54,53,46,51,44,44,52
50,55,58,53,58,39,54,49
57,40,65,47,43,46,60,50
58,48,47,52,53,52,49,55
50,55,56,49,50,41,46,45
43,44,48,45,45,60,51,52
49,52,56,47,58,48,47,33
46,49,44,51,36,51,39,41
58,47,50,53,45,45,43,53
56,42,36,55,62,52,50,64
55,46,43,52,46,57,54,48
60,60,39,47,57,65,48,43
53,55,39,40,45,48,39,54
58,50,60,54,38,32,50,46
62,40,48,55,39,61,44,48
43,56,37,47,46,50,59,55
48,50,58,52,52,55,44,55
45,58,45,59,61,47,45,60
45,53,52,49,52,49,39,47
43,61,45,52,52,49,56,49
47,54,47,48,54,62,53,60
32,55,38,45,48,43,56,47
61,49,53,57,61,51,43,49
48,39,37,59,58,57,51,51
49,49,50,41,54,49,60,52
53,51,55,57,51,51,50,54
53,54,42,56,60,39,48,46
47,50,54,53,52,59,43,54
55,48,46,58,53,53,55,53
54,49,58,62,64,49,61,44
56,58,48,48,55,47,50,42
51,48,43,47,37,44,47,36
53,38,52,59,49,48,46,55
44,54,55,49,57,39,55,58
50,43,63,43,52,40,44,50
48,45,53,47,48,52,60,49
50,52,45,60,53,52,45,56
39,38,50,45,67,61,48,54
44,53,50,41,49,45,59,39
53,36,44,39,50,53,59,58
43,54,47,50,55,53,47,49
51,64,43,70,52,49,51,66
56,51,53,54,54,41,51,48
61,39,52,54,51,50,48,60
48,54,55,50,48,57,61,55
51,59,42,53,53,52,50,47
48,49,54,45,48,54,68,56
67,37,48,50,66,52,50,46
46,55,54,42,51,57,44,63
50,53,50,50,52,43,49,55
50,43,49,58,65,49,54,45
46,42,54,44,53,53,51,50
58,64,41,54,49,51,54,53
41,50,48,41,53,49,40,40
56,50,32,51,56,56,49,55
47,48,54,51,50,36,38,51
37,49,43,50,43,49,43,43
45,53,36,58,56,57,39,44
60,45,52,43,51,50,54,62
32,40,45,48,52,50,50,60
47,55,44,50,61,50,51,58
48,50,44,43,57,40,60,47
46,42,64,45,55,39,51,42
46,57,48,54,41,56,46,47
58,50,58,47,64,47,56,52
49,53,50,62,42,58,58,67
52,47,41,55,43,38,61,63
